tweets,languages_spacy,languages_langdetect
"Si vous pouvez, passez au stand B9 voir @LeLion_Vert 
Ils proposent des smoothies fraise basilic des plus rafraîchi… https://t.co/qcGaUy1rof",fr,fr
RT @julienrollin: En route pour l'atelier web component avec stenciljs et litelement avec @julienrenaux et @ilaborie au #DevoxxFR #stencilj…,fr,fr
"Passionnant retour d'expérience, merci @blep #DevoxxFR https://t.co/qMjcdpwi40",fr,fr
RT @bonbonking: @thomasforth Quickies at DevoxxFR are about to start (during lunch break) https://t.co/QHmFRWt1l1,en,en
RT @Ethoytaryn: A la découverte de #Micronaut avec @alvaro_sanchez @DevoxxFR https://t.co/HuV3rMhMPg,unknown,fr
@thomasforth Quickies at DevoxxFR are about to start (during lunch break) https://t.co/QHmFRWt1l1,en,en
Frameworks déconstruire pour reconstruire par @hsablonniere à #DevoxxFr en #sketchnote https://t.co/ixeQ6DR4yg,unknown,fr
"@hsablonniere @DevoxxFR Au top ton talk, très bonne analyse des frameworks existants et le retour aux sources: le p… https://t.co/B4nTSr4LBC",unknown,fr
"Sympa la manière de commencer et terminer une conf @hsablonniere ! sujet très intéressant 👌 
#Devoxxfr",fr,fr
Looking forward to organizing my own competition for refactoring like Sonar Smash @Work_at_Murex #DevoxxFr… https://t.co/VKTVPX2r7U,en,en
"RT @XebiaFr: Entre #DevoxxFr, #AndroidMakers etc. vous vous sentez perdus parmi toutes les conf tech ? On pense avoir trouvé la solution...…",fr,fr
@helenFindsLife @jmacrac present pratical exemples to implement a #SonarSmash competition in your company !… https://t.co/ru3AlGOk7C,en,en
"Premier quiz de la journée, rendez-vous à 12h30 au stand G3 pour le quiz ekino !
A gagner, un Raspberry Pi et bien… https://t.co/HDtkLz2fn8",fr,fr
"Besoin d'un rafraichissement ? Nous vous donnons RDV à 19h30 sur notre stand G10 au @DevoxxFR pour la soirée ""Meet&amp;… https://t.co/E2gfQZY2KX",fr,fr
L’authentification double facteur peut prendre plein de formes différentes #DevoxxFr #Soat https://t.co/JfXQl9WUbS,unknown,fr
"""Des applications en ligne de commande avec Picocli et GraalVM"" 
Ça commence en salle Paris 242AB 👋
@DevoxxFR @DevoxxCanal",fr,fr
"Petit easter-egg 8 parfait 😉
@hsablonniere 
#DevoxxFR https://t.co/sNbJE3SlXR",en,fr
"Thanks everyone for attending this great session here in @DevoxxFR! We just upgraded a #Kubernetes cluster live, wi… https://t.co/g1mj3yf911",en,en
@AXAJobs_fr il me le faut ce billet de CES ! Il me le faut ! #AXA #devoxxfr https://t.co/BU9RureVEv,unknown,fr
Une collection d'outils mêlant UX et Agilité pour réduire la complexité essentielle d'un produit logiciel par… https://t.co/8lAi35tMle,fr,fr
"UX, surcharge featurale, design thinking, la boîte a outils du PO avec @estelandry  au #DevoxxFr",fr,en
"Super cette conf ! Dans mon top #DevoxxFR 2019. Bravo @estelandry, je me sens plus léger maintenant :) @SQLI_FR… https://t.co/hV1FrrY7rs",unknown,fr
RT @zengularity: Nous sommes @DevoxxFR ! Venez parler #mobile #scala #java #archis #devops avec nous ! Stand S13 ! #fabernovel https://t.co…,fr,en
@Giuliabianchl @DevoxxFR @confluentinc @XebiaFr @PubSapientFR @DataXDay ☺️merci @Giuliabianchl,unknown,it
"Hey #DevoxxFR ! Don't miss my talk about Full-Text Search today 16:45, we will talk about #bleve and #Couchbase",en,en
Vous voulez en savoir plus sur les #microservices au boncoin ? Retrouvez @elefevre à @DevoxxFR ! #DevoxxFR… https://t.co/SZEPSyKZnv,fr,fr
@AlexFleischer1 @guedjdelphine @DevoxxFR Beau t- shirt 😉,unknown,de
#DevoxxFR https://t.co/wGqybb2I2S,en,nl
"Merci pour ce futur voyage à #laxaVegaxa.

#AXA #DevoxxFR @AXAJobs_fr https://t.co/yMXZRXNbFx",fr,fr
"RT @BenoitJonathas: #java LTS or regular release, your pick ! @mreinhold #DevoxxFR https://t.co/CgRf2Tmaqb",en,en
"Quand tu ne sais pas choisir entre 4 talks, au #devoxxfr ... le dilemme @PierreCorneille https://t.co/5VATn2BS6d",en,fr
Présentation intéressante et dynamique sur la surcharge featurale ou le parallèle entre l'humain et les application… https://t.co/UqmDpbcdNa,fr,fr
"RT @cgodard: Une partie de la team @Invivoo prête pour cette 2e journée #DevoxxFR avant la conférence de @mreinhold ""Modern Java: change is…",fr,fr
Gamification is a great way of improving quality - competitions work best if the reward is public and if there are… https://t.co/Rz9nqpfCQA,en,en
#AXA #DevoxxFR @AXAJobs_fr bientôt à Las Vegas @SQLI_FR https://t.co/VH8IUSw6Em,unknown,fr
«Appliquer les 6 chapeaux de Bono pour résoudre les problèmes dans le soft» @estelandry @DevoxxFR #DevoxxFR https://t.co/uO4jAU8ADz,fr,fr
@SylvainLABRE @SQLI_FR @BallanRomain @maillard_fr @CedricClovel @Xebia @DevoxxFR Tweet de l'année ! #DevoxxFR @SQLI_FR,unknown,fr
Faire des tests avec de vrais utilisateurs est essentiel pour valider l'utilisabilité @estelandry @DevoxxFR… https://t.co/x5MbsOBric,fr,fr
RT @DevoxxFR: Le bonheur au travail au delà du bullshit par @ChristianFaure https://t.co/hARmDm5kLd,unknown,fr
"RT @womenwhogoparis: Si vous êtes aujourd'hui à #devoxxFR, ce soir on sera à 20h00 avec @dicaormu, @FredMenez et @GolangParis dans la salle…",fr,fr
"[#JobDating #Talents] #DevoxxFR : Tu connais #DevOps (#Java) sur le bout des doigts, fais nous signe !! On a un job… https://t.co/WxbFQh1dIY",unknown,fr
#AXA #DevoxxFR @AXAJobs_fr https://t.co/EUMCg2JH8f,en,en
Connection au serveur Vault en Java par @dubreuia #DevoxxFR https://t.co/UdfXVctPFk,en,fr
"@bonbonking @PubSapientFR @DevoxxFR Elle a de belles chaussettes, elle speake à travers le monde, elle est #GDE, el… https://t.co/djnLGapVtC",fr,fr
When you are in Paris and your boss buys and makes you eat pastries 🤷🏼‍♀️ #DocuSigner #ILoveMyJob #DevoxxFR… https://t.co/M5tXYofGMV,en,en
"« On s’était dit rdv dans 20 ans » @ZouheirCadi, co-organisateur de @DevoxxFR et @jan_atac #TechLead @BredFactory… https://t.co/i5g720KlxT",en,fr
Les recommendations à respecter✅ Trop rarement appliquées #DevoxxFr #Soat https://t.co/hV8Qzj0qwa,fr,fr
"Une question sur un langage, l'IA, la réalité mixte ou encore la méthodologie DevOps ? Nos architectes cloud et dév… https://t.co/LwskANjEp8",fr,fr
"Mettez vous ce niveau de sécurité pour vos authentifications?
@pascalabaziou a  #DevoxxFR 
#AxaFrance https://t.co/U3cZoKjASY",fr,fr
RT @akhesaCaro: C'est parti pour la #keynote du @DevoxxFR !!! @sii_ouest https://t.co/1SodFSrfxt,unknown,fr
@aymericw en pleine interview @DevoxxFR avant son talk au BOF de ce soir ! #DevoxxFR https://t.co/jqF1KqS9N4,en,fr
"RT @AurelienBegou: Prêt pour la Keynote #DevoxxFr , merci @sii_ouest ! https://t.co/KFtG59rFuV",unknown,fr
Let's talk a little bit about security at #DevoxxFR. @DevoxxFR @AXAFrance @AXAJobs_fr https://t.co/VXGVHOTX20,en,en
"Coucou @DevoxxFR 
J'imagine que vous êtes bien occupés mais je voulais une confirmation de la salle pour ma conf de… https://t.co/paAaw3iwiD",fr,fr
"RT @pom75_: Sonard Smash ! with @helenFindsLife &amp;  @jmacrac
#devoxxfr #Devoxx #MureXperience #workatmurex… https://t.co/XJvTGMPokJ",en,en
RT @CharlesMaarawi: @Work_at_Murex #devoxxfr #MureXperience https://t.co/TdTkBcuUDo,en,en
"Don't miss @helenFindsLife and @jmacrac talk today at 11:45 @DevoxxFR!
#MureXperience https://t.co/IIiLPAWbhW",en,en
RT @quduval: La #DevoxxFR sur le point de commencer ! La tension monte :-) @Work_at_Murex https://t.co/AJK1cwIwov,en,fr
RT @Work_at_Murex: Join the Murex #dev team on our stand and get a chance to win amazing prizes every day! All you… https://t.co/srNYFEjCuq,en,en
#DevoxxFR Super retour d'expérience de @blep sur #EventSourcing et #CDC comme moyens de synchroniser un legacy et d… https://t.co/xyIDMA6hPE,fr,fr
Thank you @msdev_fr for interviewing us! @olivierleplus and I will be talking about collaborative code with VS… https://t.co/QBePZFzXVW,en,en
Comment perdre sa surcharge featurale #DevoxxFR très bonne conf par @estelandry https://t.co/jEYJmL7IMz,unknown,fr
@bonbonking @PubSapientFR @XebiaFr @DevoxxFR Le charisme est total 👌,unknown,en
Un petit aperçu de la technique 😉 ! #DevoxxFR https://t.co/73r6wh1yrx,en,fr
J'ai mis mes plus belles chaussettes robot pour vous démontrer mon robot chifumi aujourd'hui ! See you at Stand… https://t.co/fTtnPD7Kj4,fr,fr
RT @idriss_neumann: Automatic canary using #flagger with #istio and #Kubernetes and #openfaas #Serverless at @DevoxxFR https://t.co/EudU2Sl…,en,en
Cette grimace m’enverra à Vegas ! @AXAJobs_fr #AXA #DevoxxFR https://t.co/Sd3UJbWFgM,unknown,fr
RT @PivotalFrance: Live @DevoxxFR : Plus de 250 participants pour notre session « la sécurité avec #Kubernetes et les conteneurs Docker » #…,fr,fr
Using #vault and #ansible #devsecops #devops #infraascode by Alexandre Dubreuil at @DevoxxFR https://t.co/O4FAN6e6Cq,en,en
RT @idriss_neumann: Very well prepared keynote! Well done @DevoxxFR #todo https://t.co/rs1uI0wdQW,en,en
En route pour #DevoxxFR ! https://t.co/3npxh74BAf,en,fr
RT @JulienTopcu: Toujours sur #junit 4 🧐 ? Venez découvrir comment migrer rapidement vers junit5 en profitant des nouvelles features bad-as…,fr,fr
"#DevoxxFR : On en profite pendant les pauses pour découvrir les jeux de nos ami(e)s de @microsoftfrance ! 

#event… https://t.co/sEHFAxnIc0",fr,fr
"RT @s_leclercq: Hubert Sablonnière @hsablonniere talks about hype effects and the never ending quest for the ""next cool thing"" which almost…",en,en
RT @BnJ25: Impatient d’aller voir @yesnault nous expliquer comment réaliser un test d’intégration rapidement et facilement à @DevoxxFR en m…,fr,fr
Photo obligée au stand #axa @AXAJobs_fr lors du #devoxxfr. :) https://t.co/cMdvJiZ02c,en,fr
Conf Résumé des besoins users VS devs #DevoxxFR par @hsablonniere https://t.co/a4h0MkZlQg,unknown,fr
#MureXperience #DevoxxFr petit bar à Oxygène https://t.co/vFUctFPGQ4,en,fr
"«Se poser les bonnes questions quand on fait du soft : why, how, what» @estelandry  sur la surcharge featurale… https://t.co/WRTqdixnGj",en,en
RT @CecileHbh: L’authentification et la sécurité à #DevoxxFr par @javathought https://t.co/x80eGtOng8,en,fr
#DevoxxFR is starting today in Paris. @jnesis_fr sent a full squad of experts to feel the trends in the developer c… https://t.co/eu1j7E7qto,en,en
"Spring fait des merveilles mais... le fait au Runtime, impactant de fait le temps de lancement des apps.
#Micronaut… https://t.co/AvkJNqmBad",fr,fr
RT @gnuraph: @Audrey_Neveu  en guest du talk de @hsablonniere sur l'historique des frameworks web à #DevoxxFR https://t.co/8FFMrZiCzR,unknown,fr
"RT @JulienTopcu: Après une super intro en duo avec @Audrey_Neveu avec son et lumière !!
Le Web ses Frameworks et ses Standards par Sherlock…",fr,fr
@estelandry is rocking @DevoxxFR in room 242 with her talk on feature overload. #ux https://t.co/7qEOB3g7A4,en,en
RT @Mathichardeau: Who's that crazy guy @vdwxv ?! Discover him through his talk @DevoxxFR about Modular Programming! 👋 https://t.co/he6rQ1i…,en,en
"""Même si on parvient à maîtriser la complexité accidentelle d'un logiciel, la complexité de ce dernier peut continu… https://t.co/fZ48dk3PmJ",fr,fr
Who's that crazy guy @vdwxv ?! Discover him through his talk @DevoxxFR about Modular Programming! 👋 https://t.co/he6rQ1iKlC,en,en
Encore une super intro dans ton talk @hsablonniere a @DevoxxFR avec cette fois @Audrey_Neveu  en guest star 👏 https://t.co/pK8Jfm4R1q,fr,fr
"Après une super intro en duo avec @Audrey_Neveu avec son et lumière !!
Le Web ses Frameworks et ses Standards par S… https://t.co/25E8344OAl",fr,fr
"Sonard Smash ! with @helenFindsLife &amp;  @jmacrac
#devoxxfr #Devoxx #MureXperience #workatmurex @Work_at_Murex https://t.co/tMIar3Aj3e",en,en
#DevoxxFR @hsablonniere fait un show d'introduction sur les problèmes liés à la hype des framework web front ! https://t.co/ouZWwQwuAv,fr,fr
@AXAJobs_fr Las Vegas ! #AXA #DevoxxFR,unknown,es
Une problématique courante chez nos clients @Societe_Elosi #DevoxxFR https://t.co/i2FuXVNEa1,en,fr
"#DevoxxFR : Interview de @takimafr  par @agoncal de @DevoxxFR qui sera disponible bientôt ...

#event #tech #devoxx… https://t.co/fTpYSWiWCk",en,fr
"""Il est important de bien distinguer la complexité accidentelle introduite par le code lui même et la complexité es… https://t.co/45JC70Qo39",unknown,fr
@Marlene_Escure @bonitasoft On remercie également les pompiers de #DevoxxFR sans qui rien n'aurait été possible =),fr,fr
Retour aux sources de l'authentification avec Pascal Abaziou  de Crédit Agricole Payments Services #DevoxxFR… https://t.co/CHkqjAqyh3,en,fr
A la découverte de #Micronaut avec @alvaro_sanchez @DevoxxFR https://t.co/HuV3rMhMPg,unknown,fr
What will change for our payment transactions on September 2019 ? When the 2 auth factor by SMS is no more reliable… https://t.co/eli3LH0CMc,en,en
RT @CharlesMaarawi: @Work_at_Murex #devoxxfr #MureXperience https://t.co/jG5sULiEHI,en,en
L’authentification et la sécurité à #DevoxxFr par @javathought https://t.co/x80eGtOng8,en,fr
@Audrey_Neveu  en guest du talk de @hsablonniere sur l'historique des frameworks web à #DevoxxFR https://t.co/8FFMrZiCzR,unknown,fr
"RT @SylvainLABRE: @SQLI_FR @DanaruDev @BallanRomain @maillard_fr @CedricClovel Si vous voyez des mecs, et vous vous dites  :""Ha ils sont de…",fr,fr
L’equipe #ibmdeveloper vous attend sur le stand P04 pour les gaufres à 13h30 #devoxxFR #ibm ! https://t.co/oONATKTUYt,fr,fr
"[#JobDating #Talents] #DevoxxFR : Ingénieur d'études java j2ee tu es, la BRED tu rejoindras! https://t.co/HIBibwkqUE",unknown,fr
Meet Micronaut: a reactive microservices framework for thé JVM @alvaro_sanchez #DevoxxFR https://t.co/7TEh8ppvFK,en,en
@estelandry @DevoxxFR @hsablonniere T'as trop une tête de lapin avec cette grimace ! 🐰,fr,fr
"Hubert Sablonnière @hsablonniere talks about hype effects and the never ending quest for the ""next cool thing"" whic… https://t.co/OQaOqkeMOM",en,en
It's @hsablonniere show Time at #DevoxxFR 🤩 https://t.co/4i1gZBPL7A,en,en
Le talk de @dubreuia sur l'archi Vault chez @LesFurets démarre à #DevoxxFR https://t.co/3Plpt8xD6y,unknown,fr
"Radar de coolitude de @hsablonniere 
#DevoxxFR https://t.co/TuA8gRAJu0",en,es
RT @IsabelleUlrich: Venez nous voir pour les conférences #ibm cet après-midi à #devoxxFR! https://t.co/Mld5CSXdO4,fr,fr
Nouveau temps à battre: 6'22 ! Qui osera relever le défis ?? 🍿🍿🍿 Stand G12 @DevoxxFR https://t.co/5GUs0PgI7k,fr,fr
RT @Diaz_Miguel8: #Bonitasofters are spread all over the world this week sharing their knowledge in multiple events #DevoxxFr #bpmNEXT2019…,en,en
@hsablonniere #devoxxfr comme toujours un joli conte 😁😎 https://t.co/Wy6Uz6Ve6G,fr,fr
La team @OxianeIT à @DevoxxFR. Venez nous voir sur le stand. https://t.co/N9rlR3L7YV,fr,fr
"RT @noel_mace: Wandering around at @DevoxxFR, catching up with the community folks. My 🥑 knows how to send the message at @bonitasoft booth…",en,en
#devoxxfr https://t.co/Ajh68DyGNi,en,ca
Des limites de l'architecture Ntiers #DevoxxFR @celinegilet https://t.co/SlmjweilpU,unknown,fr
"@SQLI_FR @DanaruDev @BallanRomain @maillard_fr @CedricClovel Si vous voyez des mecs, et vous vous dites  :""Ha ils s… https://t.co/f82Wpt59Ug",fr,fr
"Franchement #devoxxfr c'est vraiment top. Par contre le combo air conditionné + courants d'air à outrance, c'est hyper gênant. Powa.",en,fr
Paré à découvrir plein de nouvelles choses à #DevoxxFR ! Et bientôt un article de blog sur le site de @ITNetworkfr… https://t.co/mylD98gDTv,fr,fr
"Le talk de @BenjaminGakic sur “Observabilité: mythes, réalité &amp; Chaos” est génial, tant sur la forme que sur le fon… https://t.co/sMa1MObfSB",fr,fr
@Brahim_95100 @DevoxxFR Petit soucis ... pas pu être sur la photo malheureusement,fr,fr
"RT @nicolas_frankel: The #DevoxxFR speakers' diner. Yes, those are all speakers... https://t.co/QQTTwzLEl7",en,en
"Full Amphi Bleu pour @hsablonniere !

#DevoxxFR https://t.co/YxyuYWY0YP",unknown,fr
"RT @SoatGroup: Ne manquez pas le talk de @raphaelwach à #DevoxxFR aujourd'hui à 15h30 : ""Fear the ponies : redécouvrons les bases du chiffr…",fr,fr
Great talk from @mreinhold at @DevoxxFR about how Java is evolving through the last and next years. Change is only… https://t.co/wNH3cEl9ez,en,en
"And now, #SpeakerSelfie for my @micronautfw presentation at @DevoxxFR. It's gonna be fun! https://t.co/rw2TxseHpR",en,en
Venez nous voir pour les conférences #ibm cet après-midi à #devoxxFR! https://t.co/Mld5CSXdO4,fr,fr
#DevoxxFR avec #Apside https://t.co/29IsTqW3uq,en,ro
"""Skaffold est l'outil CD en ligne de commande par excellence pour déployer rapidement les applications Kubernetes""… https://t.co/VhgwtFFzm6",fr,fr
"RT @dubreuia: Je parle de Vault, secrets applicatifs et livraison en continue chez @BeastieFurets à #DevoxxFR dans 1 heure, salle Neuilly 2…",fr,fr
"Vert.x, micro services et réactive. Une conf intéressante @DevoxxFR sur les performances et l’approche événementiel… https://t.co/34htIoOxxJ",fr,fr
Monitoring a very good talk on Observability to avoid Chaos in my @Work_at_Murex #DevoxxFr https://t.co/oKbJhHbZux,en,en
Un peu d'agilité avec Comment perdre sa surcharge featurale ? par @estelandry #DevoxxFR https://t.co/RnDzBOGXpp,unknown,fr
RT @BenoitJonathas: @mreinhold a fait un talk très rassurant à propos de l'avenir de #java à #DevoxxFr https://t.co/x2jYT73MKg,unknown,fr
Nous sommes @DevoxxFR ! Venez parler #mobile #scala #java #archis #devops avec nous ! Stand S13 ! #fabernovel https://t.co/2Ukbhp49Bi,fr,fr
@AlexFleischer1 @DevoxxFR Super exemple d’usage d’optimisation décisionnelle..,en,fr
RT @marouane_salim: @mreinhold nous expose les 8 principales JEPs du JDK 12 #DevoxxFr @Invivoo https://t.co/PcU9ORbd5x,unknown,fr
"RT @s_leclercq: Hot @OpenJDK projects
@mreinhold @ekino_France #DevoxxFR https://t.co/4ypULqMt7v",en,nl
Day 2 @DevoxxFR. Yesterday was amazing. Let's make today even better. Meet our team of MJM experts on stand P03 to… https://t.co/7fpbTrIP1M,en,en
Getting prepared for « Sonar Smash » @Work_at_Murex fueling the removal of technical debt through competition : sou… https://t.co/UiTPbiTWUW,en,en
RT @Ekowerra: Démonstration de ARCore par @jollivetc et @_JeremyVoisin_  ! #DevoxxFR,fr,fr
L'heureuse gagnante du tirage au sort de ce mercredi ! Inscrivez-vous avant 16h30 sur le stand @Ebiznext pour gagne… https://t.co/UFAarLrvz1,fr,fr
Voyons comment faire un régime fonctionnel avec @estelandry ! #DevoxxFR https://t.co/ZuBGSfgKVs,fr,fr
La salle se remplit ! #DevoxxFr https://t.co/fXaXD8Wi2R,unknown,fr
#DevoxxFR Les portes sont à peine ouvertes que la salle est déjà quasi pleine pour la conf de ⁦@hsablonniere⁩ sur l… https://t.co/bvA4dJan98,fr,fr
"RT @FabienPomerol: Hey #DevoxxFR à 10h45 avec @jponge on parle ""Du réactif au service du pneu connecté"" avec #vertx chez #michelin et c'est…",fr,fr
Having fun #DevoxxFR #extia https://t.co/jvpCd04Nf5,en,sv
"RT @romaintaz: Prêt pour découvrir la Réalité Augmentée avec ARCore, par @jollivetc &amp; @_JeremyVoisin_ à #DevoxxFR ! https://t.co/J3cANhAj6d",fr,fr
Expert du sabre laser ? Venez expérimenter notre maniement au stand #Microsoft en #VR ! Une nouvelle #SurfaceGo est… https://t.co/mVOvU3PbTf,fr,fr
"Le même duo avec @EugenieLaigle, mais cette fois ci, on parle de surcharge featurale ! @estelandry @SQLI_FR… https://t.co/MYY1U5tNvO",fr,fr
Programmation réactive avec @vertx_project chez Michelin sur des pneus connectés. Merci et bravo @FabienPomerol… https://t.co/QfK67Pv57f,fr,fr
@Work_at_Murex #devoxxfr #MureXperience https://t.co/jG5sULiEHI,en,en
@Mastro1970 @DevoxxFR Hmmm I'm more tempted by @holly_cummins and quantum computing :),en,en
Live @DevoxxFR https://t.co/WOLemeg14G,en,nl
"On ne s'arrête pas en si bon chemin

#DevoxxFR https://t.co/n14icOZuYn",en,fr
"""Cloud Code est l'IDE idéale pour Kubernetes : il offre plusieurs fonctionnalités comme l'auto-complétion, le debug… https://t.co/waLHVHJaUn",fr,fr
RT @paulp_si: Prêts les gars ? #devoxxfr #Vert.x #Michelin #IoT https://t.co/8By1l4q50Y,en,fr
Pressé d'assister à la présentation de @hsablonniere sur les Frameworks Web 😁 #DevoxxFR,fr,fr
RT @fabricemathis: Trop content de recroiser ⁦@romaindso⁩ à #DevoxxFR https://t.co/gjwa9wURsZ,unknown,fr
@mikbarbero @fr3dg @DevoxxFR @EclipseFdn @MicroProfileIO @JakartaEE @openj9 @vertx_project The booth looks great! Nice projector ;),en,en
ARCore présenté par @jollivetc et @_JeremyVoisin_ à #DevoxxFr en #Sketchnote https://t.co/mSHD72mEKt,fr,fr
#axa #DevoxxFR @AXAJobs_fr https://t.co/y7FRrX0ati,en,so
Make sure to stop by the #Couchbase booth here at #DevoxxFR to enter our prize draw and have a demo of couchbase an… https://t.co/S9jdBR9dQR,en,en
"Postgreql le nouveau NoSQL avec @ldoguin au #DevoxxFR Json, sharding et plus si affinités ? https://t.co/ndxXEZTFSb",fr,fr
"RT @msdev_fr: 🎙 Master Tooling for Containers with DevOps, avec @jldeen 
🕞 15:30 - 16:15
📍 Paris 241
❤ https://t.co/dmsV6HsiUs 
#DevoxxFR h…",en,en
"RT @msdev_fr: 🎙 TypeScript: Why? When? How? avec @spontoreau et @felix_billon
🕟 16:45 - 17:30
📍 Paris 242 AB
❤ https://t.co/vZr7Vbhna7
#Dev…",en,en
"RT @msdev_fr: 🎙 VS Code: mode collaboratif activé! avec @olivierleplus et @TiffanySouterre
🕡 18:30 - 19:00
📍 Paris 242 AB
❤ https://t.co/Z7…",en,fr
RT @msdev_fr: #DevoxxFR J2 : c'est parti ! 🚀 Déroulez le thread pour découvrir les talks #Microsoft à ne pas manquer aujourd'hui  ⤵ https:/…,fr,fr
RT @msdev_fr: L'équipe #Microsoft vous attend aujourd'hui et pour les 2 prochains jours à #Devoxxfr ! 💪Rendez-vous sur notre stand P06 pour…,fr,fr
@estelandry @Audrey_Neveu @DevoxxFR @hsablonniere J'ai recu ton dernier rapport hebdomadaire de stress. J'ai verifi… https://t.co/5SC3DUBoHI,unknown,fr
"RT @rjacob44: #DevoxxFR Great synthesis on strategy and choices made @Oracle regarding the future of #Java : modularization, trimming, rele…",en,en
@on_code @Audrey_Neveu @DevoxxFR @hsablonniere Comment je fais pour fiare partie du club des SSES ? Faut prendre une cotisation ? 😅,fr,fr
"#DevoxxFR Great synthesis on strategy and choices made @Oracle regarding the future of #Java : modularization, trim… https://t.co/bznJ6QynE5",en,en
"Très belle présentation de l’intégration de @vertx_project chez Michelin 👏 @jponge @FabienPomerol 
#Devoxxfr",fr,fr
«Il faut absolument tester en production !» @BenjaminGakic @DevoxxFR #DevoxxFR https://t.co/XGsCoqIVtX,en,fr
REX of using @vertx_project by @Michelin with @jponge and @FabienPomerol at @DevoxxFR do not build cathedral framew… https://t.co/9Wnx3sZnZj,en,en
Bon #DevoxxFR à tous ! Quand nos agences se retrouvent @sii_ouest @SII_Atlantique @SiiLille 🔄 @GroupeSII… https://t.co/0O12N13Ma9,fr,fr
Temps à battre: 8min28 !!!  RT @LauraBalp: Venez-vous inscrire pour participer à notre escape game stand G12 !… https://t.co/KD7McCZmN7,fr,fr
"Talking about boilerplate issues now
@mreinhold @ekino_France #DevoxxFR https://t.co/lrNuYE4Mwb",en,en
Trop content de recroiser ⁦@romaindso⁩ à #DevoxxFR https://t.co/gjwa9wURsZ,en,fr
"“Sans observabilité vous n’avez pas de Chaos Engineering, juste du Chaos.” @BenjaminGakic quoting @mipsytipsy at #DevoxxFR",unknown,fr
"[#JobDating #Talents] #DevoxxFR : On cherche un #ingénieur d'études informatique décisionnelle. T'as le profil, rdv… https://t.co/WrPVU8uVrZ",en,fr
These two cracked the code! Come to our booth at #DevoxxFR and see if you can solve our wall to win one of our new… https://t.co/gmYalTIHlk,en,en
RT @dwursteisen: @AXAJobs_fr j'ai eux une excellente conversation avec un de votre architecte sur le DDD. 💪  #axa #DevoxxFR https://t.co/Ox…,unknown,fr
@BenjaminGakic @DevoxxFR #ChaosEngineering https://t.co/gluPHNXAuG,en,nl
#DevoxxFR présentation de ARCore sur Android avec unity https://t.co/flAzgChEpH,fr,fr
"If you are coming to our #Flutter lab on #DevoxxFR later today, please prepare your laptop! Inductions here:… https://t.co/MNXLydTq1x",en,en
Keynote sur « le bonheur au travail » pour cette 8eme édition de Devoxx Fr 😉👍🏻#DevoxxFR #bonheurautravail https://t.co/ifObvWxu5R,fr,fr
"Stream processing live traffic data with #Kafka streams, presented by @TomVdBulck and @TYsewyn
#DevoxxFR #Devoxx… https://t.co/pR5eAxD3N0",en,en
RT @MaxouMask: Le slide de la mort #DevoxxFR https://t.co/tlI0RgeUvH,en,fr
@Work_at_Murex #MureXperience #devoxxfr https://t.co/I4pnqOnJIJ,en,en
"Nouveau record battu en cette 2ème journée @DevoxxFR !! L'équipe ""Les Pûpus"" de @LaBanquePostale est sortie de notr… https://t.co/wqm7vqd7Jb",fr,fr
RT @MorrrganG: Raté pour l'amphi ! Mais c'est parti pour #DevoxxFR avec @sii_ouest https://t.co/pYtuuppqfp,fr,fr
Venez planner au stand #MureXperience du #DevoxxFR 😃 https://t.co/uSKgidX7ZI,unknown,fr
Le chaos est l'affaire de tous. Super ce petit slide :) @BenjaminGakic @DevoxxFR @SQLI_FR #DevoxxFR https://t.co/vIe3DsSKgT,unknown,fr
"@estelandry @DevoxxFR @hsablonniere 🤣 cette bouille
T'as un super talk ça va bien se passer 🙃",unknown,fr
RT @blep: A 11:45 je présenterai une façon de synchroniser un legacy et une architecture orientée micro service a #DevoxxFr en salle Maillo…,fr,fr
@Michelin is using @vertx_project #microservices with @apachekafka to anticipate and alert the connected tires defe… https://t.co/bHNiGizrNb,en,en
Demo de suivi de pression de pneumatiques et emission d’alertes à #DevoxxFr utilisant @vertx_project et #kafka https://t.co/JkWdxD0EAI,fr,fr
A 11:45 je présenterai une façon de synchroniser un legacy et une architecture orientée micro service a #DevoxxFr e… https://t.co/ABmxdbu8ZW,fr,fr
"Hot @OpenJDK projects
@mreinhold @ekino_France #DevoxxFR https://t.co/4ypULqMt7v",en,nl
At @jMargaritaN talk about #gRPC and #kotlin coroutines #DevoxxFR https://t.co/zhNB0o8X7a,en,en
RT @jeremieguidoux: Un TP qui promet avec @msansm1  au @DevoxxFR 🙂 https://t.co/tGXCjX0ue1,unknown,fr
"Great :)
#DevoxxFR https://t.co/KnX8czoBEc",en,en
Live @DevoxxFR : Plus de 250 participants pour notre session « la sécurité avec #Kubernetes et les conteneurs Docke… https://t.co/KcJUdG3pxU,fr,fr
"RT @SQLI_FR: Vous êtes à #DevoxxFR ? Venez échanger avec notre équipe reconnaissable à ses polos violets.
@DanaruDev @BallanRomain @maillar…",fr,fr
@mreinhold a fait un talk très rassurant à propos de l'avenir de #java à #DevoxxFr https://t.co/x2jYT73MKg,unknown,fr
"RT @takimafr: #DevoxxFR : Venez rencontrer une de nos #startups préférées : @GatlingTool !

Découvrez les nouveautés #Gatling et rencontrer…",fr,fr
"@on_code @estelandry @DevoxxFR @hsablonniere And he's the best, trust me.",en,en
